client,street,city,zip,sales_2017,sales_2018,address,tier,sales_potential,trend,h1_2018,h1_2019,lat,lon,account_owner,inpex_mah
Client example 592,,,,,,example address 592,,,,,,33.1609821,-96.3597952,Owner example 592,type 2
Client example 593,,,,144,82,example address 593,,,Extreme Loss (-50+),40,,30.6003216,-96.3587417,Owner example 593,type 2
Client example 594,,,,,"2,094",example address 594,Tier 4,Moderate,No Growth (-4 to 4),520,539,32.485879,-96.341354,Owner example 594,type 2
Client example 595,,,,4538,"3,773",example address 595,Tier 4,Moderate,Extreme Loss (-50+),"2,244","1,072",32.9829481,-96.3291291,Owner example 595,type 2
Client example 596,,,,995,862,example address 596,,Low,Major Loss (-49 to -20),809,596,30.575699,-96.3112475,Owner example 596,type 2
Client example 597,,,,2451,"3,654",example address 597,Tier 4,Low,No Growth (-4 to 4),"2,605","2,688",32.9789697,-96.2885758,Owner example 597,type 2
Client example 598,,,,82,209,example address 598,,Moderate,No Growth (-4 to 4),20,20,30.6127911,-96.2834488,Owner example 598,type 2
Client example 599,,,,2530,"1,515",example address 599,Tier 4,Moderate,Moderate Growth (5 to 19),735,854,32.7333268,-96.2504539,Owner example 599,type 2
Client example 600,,,,2209,"2,167",example address 600,Tier 4,Moderate,Extreme Growth (50+),437,"7,393",32.296397,-96.195757,Owner example 600,type 2
Client example 601,,,,162,102,example address 601,,,Extreme Loss (-50+),40,,30.9649483,-96.1943988,Owner example 601,type 2
Client example 602,,,,,,example address 602,,,,,,33.6447336,-96.1822664,Owner example 602,type 2
Client example 603,,,,1041,"1,763",example address 603,Tier 4,Moderate,Extreme Loss (-50+),328,165,32.511264,-96.153573,Owner example 603,type 2
Client example 604,,,,,"42,605",example address 604,Tier 3,,Moderate Loss (-19 to -5),"22,968","21,583",32.277413,-96.1308716,Owner example 604,type 1
Client example 605,,,,,"88,577",example address 605,Tier 2,,Moderate Loss (-19 to -5),"55,094","44,771",33.1310295,-96.095766,Owner example 605,type 1
Client example 606,,,,,"1,476",example address 606,Tier 4,Moderate,Extreme Growth (50+),,"6,514",33.1100631,-96.0864356,Owner example 606,type 2
Client example 607,,,,2077,"1,222",example address 607,Tier 4,Moderate,Major Loss (-49 to -20),"1,000",717,29.3902252,-96.0818719,Owner example 607,type 2
Client example 608,,,,3940,"3,993",example address 608,Tier 4,Moderate,Extreme Growth (50+),"1,960","2,933",32.8816187,-96.0619834,Owner example 608,type 2
Client example 609,,,,,"1,109",example address 609,Tier 4,Moderate,Extreme Growth (50+),655,983,30.3020565,-96.0518963,Owner example 609,type 2
Client example 610,,,,,,example address 610,,,,,,32.890768,-96.0087306,Owner example 610,type 2
Client example 611,,,,,,example address 611,,,,,,32.9967846,-95.9402451,Owner example 611,type 2
Client example 612,,,,6170,"5,991",example address 612,Tier 4,Low,Major Loss (-49 to -20),"2,736","1,730",33.182085,-95.9313848,Owner example 612,type 2
Client example 613,,,,,"2,236",example address 613,Tier 4,High,Extreme Loss (-50+),"1,788",92,30.2440014,-95.9282949,Owner example 613,type 2
Client example 614,,,,1723,62,example address 614,,,Extreme Loss (-50+),20,,32.1998384,-95.8728543,Owner example 614,type 2
Client example 615,,,,,,example address 615,,,,,,32.1998384,-95.8728543,Owner example 615,type 2
Client example 616,,,,2255,"1,830",example address 616,Tier 4,,Extreme Loss (-50+),566,,32.5572245,-95.86352,Owner example 616,type 2
Client example 617,,,,3601,"9,153",example address 617,Tier 4,Moderate,No Growth (-4 to 4),"4,771","4,627",29.5421969,-95.8267099,Owner example 617,type 2
Client example 618,,,,227,102,example address 618,,,Extreme Loss (-50+),40,,29.7997717,-95.7494015,Owner example 618,type 2
Client example 619,,,,653,941,example address 619,,,Extreme Loss (-50+),300,,32.4859835,-95.7088632,Owner example 619,type 2
Client example 620,,,,,"2,369",example address 620,Tier 4,,Extreme Loss (-50+),978,350,33.3734427,-95.6882925,Owner example 620,type 1
Client example 621,,,,,,example address 621,,,,,,29.7846441,-95.6836031,Owner example 621,type 2
Client example 622,,,,60,,example address 622,,High,Extreme Growth (50+),,20,29.9233851,-95.6691729,Owner example 622,type 2
Client example 623,,,,7585,"10,403",example address 623,Tier 3,Low,No Growth (-4 to 4),"5,492","5,259",30.2193642,-95.6365738,Owner example 623,type 2
Client example 624,,,,262,"1,612",example address 624,Tier 4,Moderate,Extreme Growth (50+),560,"3,789",29.6348569,-95.631974,Owner example 624,type 2
Client example 625,,,,3372,,example address 625,,,,,,31.7697241,-95.6271898,Owner example 625,type 2
Client example 626,,,,798,117,example address 626,,,Extreme Loss (-50+),64,,29.6583074,-95.625383,Owner example 626,type 2
Client example 627,,,,,82,example address 627,,,Extreme Loss (-50+),40,,30.361157,-95.615809,Owner example 627,type 2
Client example 628,,,,10702,"16,301",example address 628,Tier 3,Low,Moderate Loss (-19 to -5),"6,620","6,319",29.625186,-95.6152206,Owner example 628,type 2
Client example 629,,,,10502,"7,469",example address 629,Tier 4,Low,Moderate Loss (-19 to -5),"5,292","4,456",30.0447259,-95.6047932,Owner example 629,type 2
Client example 630,,,,,62,example address 630,,,Extreme Loss (-50+),20,,29.941274,-95.601375,Owner example 630,type 2
Client example 631,,,,,,example address 631,,,,,,30.199528,-95.594386,Owner example 631,type 2
Client example 632,,,,4879,"3,430",example address 632,Tier 4,Low,Moderate Loss (-19 to -5),"1,474","1,239",30.033579,-95.5843543,Owner example 632,type 2
Client example 633,,,,1256,"2,253",example address 633,Tier 4,Low,Extreme Growth (50+),"2,211","3,559",29.8118707,-95.5678741,Owner example 633,type 2
Client example 634,,,,,,example address 634,,Moderate,Extreme Growth (50+),,"1,280",30.2218273,-95.5643531,Owner example 634,type 2
Client example 635,,,,3920,"4,800",example address 635,Tier 4,High,Extreme Loss (-50+),"4,047",220,33.6586038,-95.5568,Owner example 635,type 2
Client example 636,,,,4350,"3,579",example address 636,Tier 4,Moderate,Extreme Loss (-50+),"2,067",881,29.9720104,-95.5560257,Owner example 636,type 2
Client example 637,,,,1961,"2,695",example address 637,Tier 4,Moderate,No Growth (-4 to 4),"1,206","1,257",29.6166452,-95.5260727,Owner example 637,type 2
Client example 638,,,,3268,"4,015",example address 638,Tier 4,Low,Moderate Growth (5 to 19),"2,986","3,411",30.1669284,-95.5100462,Owner example 638,type 2
Client example 639,,,,,,example address 639,,,,,,29.9565353,-95.4975273,Owner example 639,type 2
Client example 640,,,,687,"2,306",example address 640,Tier 4,Low,Extreme Growth (50+),820,"2,971",30.3043322,-95.4951931,Owner example 640,type 2
Client example 641,,,,20,,example address 641,,,,,,29.7072871,-95.4659448,Owner example 641,type 2
Client example 642,,,,,"6,402",example address 642,Tier 4,Low,Extreme Loss (-50+),"3,557","1,244",30.281662,-95.4595362,Owner example 642,type 2
Client example 643,,,,,626,example address 643,,Low,Extreme Growth (50+),,"1,662",30.0132594,-95.4591267,Owner example 643,type 2
Client example 644,,,,,,example address 644,,Low,Extreme Growth (50+),,"18,189",30.0267587,-95.457671,Owner example 644,type 2
Client example 645,,,,,,example address 645,,,,,,29.7993673,-95.4536758,Owner example 645,type 2
Client example 646,,,,,,example address 646,,,,,,29.6417883,-95.4483996,Owner example 646,type 2
Client example 647,,,,,,example address 647,,,,,,30.1428964,-95.4480978,Owner example 647,type 2
Client example 648,,,,,,example address 648,,High,Extreme Growth (50+),,20,30.1428675,-95.4480925,Owner example 648,type 2
Client example 649,,,,,,example address 649,,,,,,29.6636592,-95.4460866,Owner example 649,type 2
Client example 650,,,,1396,"1,743",example address 650,Tier 4,,Extreme Loss (-50+),786,,31.3194499,-95.4439988,Owner example 650,type 2
Client example 651,,,,6783,"15,732",example address 651,Tier 3,Moderate,Extreme Growth (50+),"5,872","12,895",29.8168391,-95.4426069,Owner example 651,type 2
Client example 652,,,,1701,"2,062",example address 652,Tier 4,Moderate,Moderate Loss (-19 to -5),"1,355","1,135",30.0462568,-95.4415631,Owner example 652,type 2
Client example 653,,,,,,example address 653,,,,,,29.8057331,-95.4408058,Owner example 653,type 2
Client example 654,,,,,,example address 654,,,,,,29.8184748,-95.4281691,Owner example 654,type 2
Client example 655,,,,,,example address 655,,,,,,29.7475258,-95.4070014,Owner example 655,type 2
Client example 656,,,,,,example address 656,,High,Extreme Growth (50+),,79,29.8062856,-95.3986589,Owner example 656,type 2
Client example 657,,,,999,,example address 657,,,,,,29.7551592,-95.3983905,Owner example 657,type 2
Client example 658,,,,,"287,597",example address 658,Tier 1,,Major Loss (-49 to -20),"184,926","103,967",29.8078717,-95.3967978,Owner example 658,type 1
Client example 659,,,,642,"1,281",example address 659,Tier 4,High,Extreme Loss (-50+),600,20,29.7781493,-95.3942414,Owner example 659,type 2
Client example 660,,,,,,example address 660,,,,,,29.7688607,-95.3830214,Owner example 660,type 2
Client example 661,,,,,,example address 661,,,,,,29.5389522,-95.3824017,Owner example 661,type 2
Client example 662,,,,71,,example address 662,,High,Extreme Growth (50+),,20,29.717066,-95.372998,Owner example 662,type 2
Client example 663,,,,,,example address 663,,,,,,29.7573686,-95.365354,Owner example 663,type 2
Client example 664,,,,8420,"8,562",example address 664,Tier 4,Moderate,No Growth (-4 to 4),"4,343","4,183",32.3424908,-95.3500441,Owner example 664,type 2
Client example 665,,,,,,example address 665,,,,,,29.405452,-95.320279,Owner example 665,type 2
Client example 666,,,,,"126,765",example address 666,Tier 1,,Moderate Growth (5 to 19),"87,216","102,797",29.7300095,-95.3107814,Owner example 666,type 1
Client example 667,,,,1005,972,example address 667,,Moderate,Major Loss (-49 to -20),655,350,29.227899,-95.297951,Owner example 667,type 2
Client example 668,,,,,,example address 668,,,,,,31.950519,-95.2697628,Owner example 668,type 2
Client example 669,,,,,"57,581",example address 669,Tier 2,,Moderate Loss (-19 to -5),"34,103","32,305",32.3835404,-95.2671343,Owner example 669,type 1
Client example 670,,,,62,605,example address 670,,,Extreme Loss (-50+),563,,29.9971727,-95.2656482,Owner example 670,type 2
Client example 671,,,,305,285,example address 671,,High,Major Loss (-49 to -20),120,80,29.4000075,-95.2655462,Owner example 671,type 2
Client example 672,,,,,,example address 672,,,,,,29.9988312,-95.2621553,Owner example 672,type 2
Client example 673,,,,4859,"4,484",example address 673,Tier 4,Moderate,Major Loss (-49 to -20),"2,894","1,881",32.3561736,-95.2589953,Owner example 673,type 2
Client example 674,,,,1208,"2,170",example address 674,Tier 4,High,Extreme Loss (-50+),999,100,29.4783479,-95.2570787,Owner example 674,type 2
Client example 675,,,,4712,"5,349",example address 675,Tier 4,Moderate,Moderate Growth (5 to 19),"2,198","2,448",29.4297107,-95.2484086,Owner example 675,type 2
Client example 676,,,,,62,example address 676,,,No Sales,,,29.9356512,-95.2465349,Owner example 676,type 2
Client example 677,,,,20,,example address 677,,,,,,30.0441082,-95.2322754,Owner example 677,type 2
Client example 678,,,,408,"2,546",example address 678,Tier 4,High,Extreme Growth (50+),40,453,29.9843067,-95.2296447,Owner example 678,type 2
Client example 679,,,,,,example address 679,,,,,,29.5078842,-95.2121102,Owner example 679,type 2
Client example 680,,,,,52,example address 680,,,No Sales,,,29.4969314,-95.202122,Owner example 680,type 2
Client example 681,,,,20,,example address 681,,,,,,29.6492475,-95.1771184,Owner example 681,type 2
Client example 682,,,,323,,example address 682,,,,,,30.0835305,-95.1765887,Owner example 682,type 2
Client example 683,,,,2540,"4,538",example address 683,Tier 4,Moderate,Major Loss (-49 to -20),"1,499",999,30.0040182,-95.1469331,Owner example 683,type 2
Client example 684,,,,,460,example address 684,,Moderate,Extreme Growth (50+),,460,30.6506326,-95.1275071,Owner example 684,type 2
Client example 685,,,,542,"1,733",example address 685,Tier 4,Low,Extreme Growth (50+),,546,30.0861225,-95.1246812,Owner example 685,type 2
Client example 686,,,,,,example address 686,,,,,,29.5573647,-95.1240502,Owner example 686,type 2
Client example 687,,,,1874,"2,030",example address 687,Tier 4,Low,Major Growth (20 to 49),"1,065","1,450",29.5004812,-95.1203458,Owner example 687,type 2
Client example 688,,,,,"12,153",example address 688,Tier 3,Low,Moderate Growth (5 to 19),"10,565","11,497",29.500921,-95.1199789,Owner example 688,type 2
Client example 689,,,,,,example address 689,,,,,,29.543185,-95.1022705,Owner example 689,type 2
Client example 690,,,,,,example address 690,,,,,,29.5163836,-95.0927743,Owner example 690,type 2
Client example 691,,,,20,,example address 691,,,,,,29.532938,-95.0458123,Owner example 691,type 2
Client example 692,,,,1768,,example address 692,,Moderate,Extreme Growth (50+),,"1,908",29.6661372,-95.0422526,Owner example 692,type 2
Client example 693,,,,,"3,274",example address 693,Tier 4,Moderate,Extreme Growth (50+),758,"1,275",29.7729631,-95.039521,Owner example 693,type 2
Client example 694,,,,,,example address 694,,,,,,29.5606039,-95.0350669,Owner example 694,type 2
Client example 695,,,,51,,example address 695,,,,,,29.5427297,-95.0204837,Owner example 695,type 2
Client example 696,,,,2376,"2,331",example address 696,Tier 4,Moderate,Major Loss (-49 to -20),"2,249","1,164",29.3514406,-95.0103842,Owner example 696,type 2
Client example 697,,,,8778,"10,059",example address 697,Tier 3,Low,No Growth (-4 to 4),"5,187","5,257",29.47588,-94.977907,Owner example 697,type 2
Client example 698,,,,,,example address 698,,,,,,29.3743597,-94.972127,Owner example 698,type 2
Client example 699,,,,,,example address 699,,,,,,32.729407,-94.9654286,Owner example 699,type 2
Client example 700,,,,269,599,example address 700,,Low,Extreme Growth (50+),99,386,32.3907691,-94.8454404,Owner example 700,type 2
Client example 701,,,,,,example address 701,,,,,,32.5022062,-94.7866764,Owner example 701,type 2
Client example 702,,,,,"45,294",example address 702,Tier 3,,No Growth (-4 to 4),"16,099","16,566",32.4966112,-94.7747616,Owner example 702,type 1
Client example 703,,,,,"223,240",example address 703,Tier 1,,Moderate Growth (5 to 19),"117,072","135,992",32.5137878,-94.7690979,Owner example 703,type 1
Client example 704,,,,4355,"3,259",example address 704,Tier 4,Low,Extreme Growth (50+),970,"2,211",31.5916455,-94.6649154,Owner example 704,type 2
Client example 705,,,,1055,472,example address 705,,,Extreme Loss (-50+),430,,31.60323,-94.65507,Owner example 705,type 2
Client example 706,,,,,"5,543",example address 706,Tier 4,,Moderate Loss (-19 to -5),"2,958","2,618",32.5055798,-94.623594,Owner example 706,type 1
Client example 707,,,,,172,example address 707,,,No Sales,,,33.3459328,-94.5032706,Owner example 707,type 2
Client example 708,,,,40,,example address 708,,,,,,32.5605655,-94.3543854,Owner example 708,type 2
Client example 709,,,,,,example address 709,,,,,,32.1492298,-94.3356979,Owner example 709,type 2
Client example 710,,,,,,example address 710,,,,,,31.3068546,-94.2690876,Owner example 710,type 2
Client example 711,,,,,,example address 711,,,,,,30.3379598,-94.1879274,Owner example 711,type 2
Client example 712,,,,417,417,example address 712,,,Extreme Loss (-50+),375,,30.1511648,-94.1869177,Owner example 712,type 2
Client example 713,,,,1052,104,example address 713,,,Extreme Loss (-50+),31,,33.4413813,-94.127669,Owner example 713,type 2
Client example 714,,,,82,102,example address 714,,,Extreme Loss (-50+),60,,33.4874057,-94.1079277,Owner example 714,type 2
Client example 715,,,,95,97,example address 715,,High,No Growth (-4 to 4),44,44,33.4250681,-94.1046715,Owner example 715,type 2
